Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.41;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.05;[1.74, 20.22, 0.0];[1.73,20.33,-0.16];19:23:20.833;1.73;20.33;1.74;20.22;2;20.40;0.26;0.18;0.27;0.07
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.38;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.05;[1.89, 20.32, 0.0];[1.79,20.34,0.13];19:23:20.931;1.79;20.34;1.89;20.32;2;20.40;0.11;0.08;0.21;0.06
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.37;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.06;[1.79, 20.24, 0.0];[1.77,20.38,0.37];19:23:21.033;1.77;20.38;1.79;20.24;2;20.40;0.21;0.16;0.23;0.02
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.43;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.94;[1.89, 20.24, 0.0];[1.72,20.36,0.01];19:23:21.132;1.72;20.36;1.89;20.24;2;20.40;0.11;0.16;0.28;0.04
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.43;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.18;[1.66, 20.29, 0.0];[1.72,20.36,-0.13];19:23:21.233;1.72;20.36;1.66;20.29;2;20.40;0.34;0.11;0.28;0.04
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.40;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.05;[1.8, 20.26, 0.0];[1.74,20.36,0.09];19:23:21.332;1.74;20.36;1.8;20.26;2;20.40;0.2;0.14;0.26;0.04
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.38;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.04;[1.86, 20.29, 0.0];[1.78,20.36,0.28];19:23:21.432;1.78;20.36;1.86;20.29;2;20.40;0.14;0.11;0.22;0.04
P7[2.90,24.00,0.00]=3.84;P6[6.70,18.03,0.00]=5.44;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.03;[1.83, 20.29, 0.0];[1.75,20.34,0.10];19:23:21.532;1.75;20.34;1.83;20.29;2;20.40;0.17;0.11;0.25;0.06
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.41;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.07;[1.8, 20.28, 0.0];[1.75,20.34,-0.09];19:23:21.631;1.75;20.34;1.8;20.28;2;20.40;0.2;0.12;0.25;0.06
P7[2.90,24.00,0.00]=3.85;P6[6.70,18.03,0.00]=5.43;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.10;[1.71, 20.26, 0.0];[1.72,20.39,0.16];19:23:21.733;1.72;20.39;1.71;20.26;2;20.40;0.29;0.14;0.28;0.01
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.29;[1.61, 20.27, 0.0];[1.76,20.39,-0.15];19:23:21.835;1.76;20.39;1.61;20.27;2;20.40;0.39;0.13;0.24;0.01
